2,0.034753,0.186423,15.230045,0.198951,0.895126,7.985117
4,0.02833,0.168316,16.249321,0.22578,0.895642,10.100856
8,0.022324,0.149413,17.06839,0.297687,0.944393,7.803745
16,0.016143,0.127053,18.559563,0.398525,0.971606,3.322774
32,0.010667,0.103279,20.438131,0.528897,0.97977,3.895058
64,0.007671,0.087585,21.776901,0.646365,0.990481,2.772996
128,0.004344,0.065907,24.223648,0.803555,0.979149,4.606672
256,0.002343,0.048407,27.019245,0.887822,0.992393,3.45425
2,0.034602,0.186017,15.266743,0.186302,0.774897,19.301595
4,0.02838,0.168463,16.141521,0.239018,0.845953,12.609285
8,0.022602,0.15034,17.133869,0.3069,0.914738,8.42982
16,0.014888,0.122017,18.75972,0.421095,0.980095,4.247328
32,0.010644,0.10317,20.252686,0.520456,0.974243,5.748159
64,0.007352,0.085743,21.832682,0.652014,0.970652,4.715738
128,0.004038,0.063549,24.483974,0.803935,0.991654,2.890321
256,0.00263,0.051288,26.468069,0.884021,0.999028,0.766876
